Number,Description,File_name,foodPic,ID,Location,Zipcode,Restaurant_Name,Offer_Delivery,Phone,Price,EatStreetAPIKey,Dietary,Type_of_meal,Genre,Class1,Class2,Class3,Item1,Item2,Item3,Item4,Item5,Item6,Item7,Item8,Item9,Item10,Item11,Item12,Item13,Item14,Item15,Item16,Item17,Item18,Item19,Item20,Item21,Item22,Item23,Item24,Item25,Item26,Item27,Item28,Item29,Item30,Item31,Item32,Item33,Item34,Item35,Item36,Item37,Item38,Item39
906,Independence_Special_Burrito,Independence_Special_Burrito.jpg,The_Salty_Iguana/Independence_Special_Burrito.jpg,906,"10478 S Ridgeview Rd, Olathe, KS 66061",66061,The_Salty_Iguana,1,9133109003,,,Meat,lunch,,,,,cheese,pork,hollow,beef,maru,black,enchilada,beans,rice,sauce,independence,brown,flour,ika,tortilla,burrito,onion,crunchy,green,fried,egg,round,,,,,,,,,,,,,,,,,
907,Irish_Coffee_Pie,Irish_Coffe_Pie.jpg,Brady_s_Public_House/Irish_Coffe_Pie.jpg,907,"5424 Troost Ave, Kansas City, MO 64110",64110,Brady_s_Public_House,0,8164379400,$7.00,,Vegetarian,Dessert,Dessert,Dessert,,,,cheese,irish,pork,sweet,pie,cream,beef,black,enchilada,beans,rice,sauce,whipped,coffee,flour,chocolate,with,burrito,onion,caramel,tortilla,egg,,,,,,,,,,,,,,,,
909,Irish_Nachos,Irish_Nachos.jpg,Nick_and_Jake_s/Irish_Nachos.jpg,909,"5031 Main St, Kansas City, MO 64112",64112,Nick_and_Jake_s,0,8164211111,,,Meat,lunch,,appetizer,,,,cheese,irish,coffee,potato,cheddar,sweet,ranch,bacon,pie,chocolate,green,jack,dressing,caramel,nachos,fried,onions,whipped,cream,,,,,,,,,,,,,,,,,,,
908,Irish_Sausage_Rolls,Irish_Sausage_Rolls.jpg,Brady_s_Public_House/Irish_Sausage_Rolls.jpg,908,"5424 Troost Ave, Kansas City, MO 64110",64110,Brady_s_Public_House,0,8164379400,$8.00,,Meat,Lunch,English,Appetizer,,,cheese,pork,potato,cheddar,ranch,bacon,sausage,green,pastry,dressing,nachos,fried,onions,rolls,irish,jack,,,,,,,,,,,,,,,,,,,,,,,
914,Italian_Au_Gratin_with_Italian_Sausage_Gravy,Italian_Au_Gratin_with_Italian_Sausage_Gravy.jpg,Ragazza_Food_and_Wine/Italian_Au_Gratin_with_Italian_Sausage_Gravy.jpg,914,"301 Westport Rd, Kansas City, MO 64111",64111,Ragazza_Food_and_Wine,0,8169604744,,,Meat,breakfast,,,,,cheese,sausage,fried,pork,gravy,creamy,au,pastry,gratin,egg,rolls,irish,italian,,,,,,,,,,,,,,,,,,,,,,,,,,
915,Italian_Au_Gratin_with_Italian_Sausage_Gravy,Italian_Au_Gratin_with_Italian_Sausage_Gravy1.jpg,Ragazza_Food_and_Wine/Italian_Au_Gratin_with_Italian_Sausage_Gravy1.jpg,915,"301 Westport Rd, Kansas City, MO 64111",64111,Ragazza_Food_and_Wine,0,8169604744,,,Meat,breakfast,,,,,cheese,sausage,fried,gravy,creamy,au,gratin,egg,italian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
916,Italian_Au_Gratin_with_Italian_Sausage_Gravy,Italian_Au_Gratin_with_Italian_Sausage_Gravy2.jpg,Ragazza_Food_and_Wine/Italian_Au_Gratin_with_Italian_Sausage_Gravy2.jpg,916,"301 Westport Rd, Kansas City, MO 64111",64111,Ragazza_Food_and_Wine,0,8169604744,,,Meat,breakfast,,,,,cheese,sausage,fried,gravy,creamy,au,gratin,egg,italian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
910,Italian_Beef_Panini,Italian_Beef_Panini.jpg,Cupini_s/Italian_Beef_Panini.jpg,910,"1809 Westport Rd Kansas City MO, 64111",64111,Cupini_s,1,8167537662,$5.59,9686673,Meat,Lunch ,Italian,Sandwich,,,gratin,cheese,sausage,fried,beef,creamy,pepperoncini,gravy,jus,aus,panini,au,peppers,italian,egg,bread,,,,,,,,,,,,,,,,,,,,,,,
911,Italian_Beef_Panini,Italian_Beef_Panini1.jpg,Cupini_s/Italian_Beef_Panini1.jpg,911,"1809 Westport Rd Kansas City MO, 64111",64111,Cupini_s,1,8167537662,$5.59,9686673,Meat,Lunch ,Italian,Sandwich,,,beef,pepperoncini,jus,aus,panini,peppers,italian,bread,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
912,Italian_Club_Panini,Italian_Club_Panini.jpg,Cupini_s/Italian_Club_Panini.jpg,912,"1809 Westport Rd Kansas City MO, 64111",64111,Cupini_s,1,8167537662,$5.59,9686669,Meat,Lunch ,Italian,Sandwich,,,turkey,tomato,boiled,beef,aioli,club,hard,bacon,pepperoncini,lettuce,aus,panini,garlic,peppers,italian,egg,jus,bread,,,,,,,,,,,,,,,,,,,,,
917,Italian_Creme_Cake,Italian_Creme_Cake.jpg,Buca_di_Beppo/Italian_Creme_Cake.jpg,917,"310 W 47th St, Kansas City, MO 64112",64112,Buca_di_Beppo,0,8169316548,,,vegetarian,dessert,,,,,cheese,hard,bacon,lettuce,mascarpone,cream,turkey,lemon,creme,sauce,whipped,boiled,club,eggs,aioli,garlic,raspberry,bread,tomato,panini,cake,italian,,,,,,,,,,,,,,,,,
918,Italian_Grilled_Cheese,Italian_Grilled_Cheese.jpg,The_Brick/Italian_Grilled_Cheese.jpg,918,"1727 McGee St, Kansas City, MO 64108",64108,The_Brick,0,8164211634,$7.95,,vegetarian,lunch,american,sandwich,,,tomato,cheese,cream,mascarpone,wheat,raspberry,provolone,goat,grilled,creme,garlic,cake,basil,lemon,pesto,italian,sauce,toasted,whipped,bread,,,,,,,,,,,,,,,,,,,
919,Italian_Sausage_and_Whipped_Ricotta_Flatbread,Italian_Sausage_and_Whipped_Ricotta_Flatbread.jpg,Cooper_s_Hawk/Italian_Sausage_and_Whipped_Ricotta_Flatbread.jpg,919,"4686 Broadway St Kansas City, MO 64112",64112,Cooper_s_Hawk,0,8165311500,,,Meat,Other,,,,,flatbread,cheese,sausage,wheat,toasted,provolone,goat,tomato,grilled,garlic,grated,parmesan,basil,ricotta,pesto,bread,mozzarella,whipped,italian,,,,,,,,,,,,,,,,,,,,
913,Italian_White_Cream_Cake,Italian_White_Cream_Cake.jpg,Cupini_s/Italian_White_Cream_Cake.jpg,913,"1809 Westport Rd Kansas City MO, 64111",64111,Cupini_s,1,8167537662,$4.59,9686890,Vegetarian,dessert,dessert,dessert,,,flatbread,sausage,icing,vanilla,mozzarella,grated,parmesan,cake,ricotta,white,cream,pesto,whipped,italian,,,,,,,,,,,,,,,,,,,,,,,,,
920,Izabella_Sandwich,Izabella_Sandwich.jpg,Brookside_Poultry_Company/Izabella_Sandwich.jpg,920,"408 E 63rd St, Kansas City, MO 64110",64110,Brookside_Poultry_Company,0,8165992285,,,Meat,lunch,,,,,tomato,italian,sandwich,thigh,brioche,flour,vanilla,aioli,izabella,cake,chicken,cream,lettuce,white,icing,,,,,,,,,,,,,,,,,,,,,,,,
921,Jager_Schnitzel_Vom_Schwein,Jager_Schnitzel_Vom_Schwein.jpg,Grunauer/Jager_Schnitzel_Vom_Schwein.jpg,921,"101 W 22nd St, Kansas City, MO 64108",64108,Grunauer,0,8162833234,,,Meat,dinner,,,,,sauteed,tomato,pork,sandwich,thigh,aioli,vom,spitzle,schwein,scallopini,mushrooms,schnitzel,izabella,brioche,jager,flour,chicken,noodles,sauce,lettuce,cream,,,,,,,,,,,,,,,,,,
922,Jalapeno_Cheddar_Kielbasa,Jalapeno_Cheddar_Kielbasa.jpg,Wiener_Kitchen/Jalapeno_Cheddar_Kielbasa.jpg,922,"9645 W 87th St Overland Park, KS 66212",66212,Wiener_Kitchen,0,9132968023,8,,meat,lunch,German,hot dog,,,sauteed,mushrooms,pork,spicy,jalapeno,coleslaw,noodles,spitzle,cheddar,scallopini,honey,schnitzel,bun,jager,vom,kielbasa,cream,sauce,schwein,bbq,mustard,,,,,,,,,,,,,,,,,,
923,Jalapeno_Cheese_Grits,Jalapeno_Cheese_Grits.jpg,McCormick_and_Schmick_s_Seafood_and_Steaks/Jalapeno_Cheese_Grits.jpg,923,"448 W 47th St, Kansas City, MO 64112",64112,McCormick_and_Schmick_s_Seafood_and_Steaks,0,8165316800,,,vegetarian,dessert,,appetizer,,,andouille,cheese,spicy,coleslaw,jalapeno,cheddar,honey,buns,jack,grits,roasted,kielbasa,sauce,bbq,mustard,,,,,,,,,,,,,,,,,,,,,,,,
924,Jalapeno_Cheesy_Corn_Bake,Jalapeno_Cheesy_Corn_Bake.jpg,Char_Bar/Jalapeno_Cheesy_Corn_Bake.jpg,924,"4050 Pennsylvania Ave #150, Kansas City, MO 64111",64111,Char_Bar,0,8163898600,,,vegetarian,Other,,,,,andouille,cheese,spicy,jalapeno,fire,corn,melted,jack,grits,roasted,bake,baked,cheesy,bbq,,,,,,,,,,,,,,,,,,,,,,,,,
925,Jalapeno_Popper_Burger,Jalapeno_Popper_Burger.jpg,The_Sundry/Jalapeno_Popper_Burger.jpg,925,"300 E. 39th st. kansas city, mo 64111",64111,The_Sundry,0,8168447878,,,,,,,,,cheese,spicy,jalapeno,corn,burger,melted,popper,bake,baked,cheesy,bbq,,,,,,,,,,,,,,,,,,,,,,,,,,,,
926,Jalapeno_Rubbed_KC_Strip,Jalapeno_Rubbed_KC_Strip.jpg,Hogshead/Jalapeno_Rubbed_KC_Strip.jpg,926,"4743 Pennsylvania Ave, Kansas City, MO 64112",64112,Hogshead,0,8163212929,,,Meat,lunch,,,,,kc,brussels,beef,jalapeno,potato,rub,strip,bacon,burger,strips,bun,rubbed,popper,spicy,steak,sauce,,,,,,,,,,,,,,,,,,,,,,,
927,Jambalaya,Jambalaya.jpg,Beignet/Jambalaya.jpg,927,"307 Main St, Kansas City, MO 64105",64105,Beignet,0,8164720777,$9.94,,Meat,Lunch,Cajun,Dessert,,,tomato,sausage,steak,jalapeno,potato,rub,jambalaya,shrimp,celery,strips,chicken,rice,brussells,,,,,,,,,,,,,,,,,,,,,,,,,,
928,Jambalaya,Jambalaya.jpg,Cooper_s_Hawk/Jambalaya.jpg,928,"4686 Broadway St Kansas City, MO 64112",64112,Cooper_s_Hawk,0,8165311500,,,Meat,dinner,,,,,andouille,tomato,sausage,onion,jasmine,jambalaya,shrimp,celery,peppers,chicken,rice,,,,,,,,,,,,,,,,,,,,,,,,,,,,
929,Jausenbrettl,Jausenbrettl.jpg,Grunauer/Jausenbrettl.jpg,929,"101 W 22nd St, Kansas City, MO 64108",64108,Grunauer,0,8162833234,,,Meat,,,,,,andouille,tomato,rice,onion,mortadella,jasmine,vegetables,bierwurst,pickled,jausenbrettl,jambalaya,liverwurst,pate,peppers,salami,shrimp,chicken,,,,,,,,,,,,,,,,,,,,,,
930,Jausenbrettl,Jausenbrettl1.jpg,Grunauer/Jausenbrettl1.jpg,930,"101 W 22nd St, Kansas City, MO 64108",64108,Grunauer,0,8162833234,,,Meat,dinner,,,,,mortadella,vegetables,classic,bierwurst,pickled,jausenbrettl,liverwurst,pate,salami,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
931,Jayhawk_Pizza,Jayhawk_Pizza.jpg,KC_Kitchen_and_Pizzeria/Jayhawk_Pizza.jpg,931,"3906 Waddell Ave, Kansas City, MO 64111",64111,KC_Kitchen_and_Pizzeria,0,8165994533,,,,,,,,,mortadella,bananas,beef,liverwurst,vegetables,bierwurst,pickled,jausenbrettl,salami,pate,pepperoni,feta,peppers,alpine,jayhawk,pizza,,,,,,,,,,,,,,,,,,,,,,,
932,Jayhawk_Pizza1,Jayhawk_Pizza1.jpg,KC_Kitchen_and_Pizzeria/Jayhawk_Pizza1.jpg,932,"3906 Waddell Ave, Kansas City, MO 64111",64111,KC_Kitchen_and_Pizzeria,0,8165994533,,,,,,,,,cheese,bananas,beef,salami,pepperoni,feta,peppers,pizza1,cream,jayhawk,banana,pizza,,,,,,,,,,,,,,,,,,,,,,,,,,,
933,Jhinga_LaLa_Chu_Chu,Jhinga_LaLa_Chu_Chu.jpg,Kulture_Kurry/Jhinga_LaLa_Chu_Chu.jpg,933,"9940 College Blvd Overland Park KS, 66210",66210,Kulture_Kurry,1,9133399511,$18.00,9563734,Meat,Dinner,Indian,Meats,,,tikka,spicy,beef,cheese,sauce,lala,shrimp,salami,pizza,chu,peppers,jhinga,chicken,cream,onions,banana,pepperoni,,,,,,,,,,,,,,,,,,,,,,
934,"Judges_Plate_Q_Spare_RIbs,_Sliced_Brisket,_Smoked_Chicken",Judges_Plate_Q_Spare_RIbs_Sliced_Brisket_Smoked_Chicken.jpg,Q39_Midtown/Judges_Plate_Q_Spare_RIbs_Sliced_Brisket_Smoked_Chicken.jpg,934,"1000 W 39th St, Kansas City, MO 64111",64111,Q39_Midtown,0,8162553753,$20.50,,Meat,Dinner,American,meats,,,,tikka,pork,spicy,beef,sauce,ribs,brisket,lala,shrimp,chu,peppers,jhinga,chicken,smoked,onions,bbq,,,,,,,,,,,,,,,,,,,,,,
935,Julie_s_Light_and_Fit_Chicken,Julie_s_Light_and_Fit_Chicken.jpg,Red_Door_Woodfired_Grill,935,"8001 West 159th Street, Overland Park, KS 66223",66223,Red_Door_Woodfired_Grill,,9132763667,16,,meat,lunch,american,meats,,,,cheese,pork,julie,mushrooms,chicken,marinated,olives,beef,brisket,artichokes,cherries,beans,bbq,herb,tomato,asiago,fit,light,ribs,green,smoked,,,,,,,,,,,,,,,,,
936,Jumbo_Lump_Crab_Hushpuppies,Jumbo_Lump_Crab_Hushpuppies.jpg,The_Brass_Onion/Jumbo_Lump_Crab_Hushpuppies.jpg,936,"5501 W 135th St, Overland Park, KS 66224",66224,The_Brass_Onion,0,9138515940,,,Other,Other,,,,,cheese,slaw,mushrooms,hushpuppies,chicken,marinated,olives,fit,cherry,artichokes,crab,beans,red,cajun,herb,lump,cabbage,tomato,remoulade,asiago,light,green,apples,jumbo,,,,,,,,,,,,,,,
937,Jumbo_Lump_Crab_Hushpuppies1,Jumbo_Lump_Crab_Hushpuppies1.jpg,The_Brass_Onion/Jumbo_Lump_Crab_Hushpuppies1.jpg,937,"5501 W 135th St, Overland Park, KS 66224",66224,The_Brass_Onion,0,9138515940,,,Other,Other,,,,,remoulade,cajun,apple,slaw,lump,hushpuppies,hushpuppies1,apples,crab,jumbo,cabbage,red,,,,,,,,,,,,,,,,,,,,,,,,,,,
938,Jumbo_Smoked_Chicken_Wings,Jumbo_Smoked_Chicken_Wings.jpg,Char_Bar/Jumbo_Smoked_Chicken_Wings.jpg,938,"4050 Pennsylvania Ave #150, Kansas City, MO 64111",64111,Char_Bar,0,8163898600,,,Other,Other,,,,,cabbage,remoulade,chives,spicy,apple,hushpuppies,slaw,cajun,buttermilk,red,crab,jumbo,chicken,smoked,wings,bbq,,,,,,,,,,,,,,,,,,,,,,,
939,Jumbo_Smoked_Chicken_Wings,Jumbo_Smoked_Chicken_Wings1.jpg,Char_Bar/Jumbo_Smoked_Chicken_Wings1.jpg,939,"4050 Pennsylvania Ave #150, Kansas City, MO 64111",64111,Char_Bar,0,8163898600,,,Other,Other,,,,,coffee,spicy,drizzle,jumbo,chicken,smoked,wings,bbq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
940,Jumbo_Wings,Jumbo_Wings.jpg,Artego_Pizza/Jumbo_Wings.jpg,940,"900 W 39th St, Kansas City, MO 64111",64111,Artego_Pizza,0,8169604787,,,meat,lunch,american,appetizer,,,spicy,ranch,chive,buttermilk,hot,garlic,jumbo,chicken,smoked,sauce,wings,bbq,,,,,,,,,,,,,,,,,,,,,,,,,,,
941,Jumbo_Wings,Jumbo_Wings1.jpg,Artego_Pizza/Jumbo_Wings1.jpg,941,"900 W 39th St, Kansas City, MO 64111",64111,Artego_Pizza,0,8169604787,,,meat,lunch,american,appetizer,,,ranch,hot,garlic,jumbo,chicken,sauce,wings,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
942,Kaeng_Khio_Wan_Kai,Kaeng_Khio_Wan_Kai.jpg,Lulu_s_Thai_Noodle_Shop/Kaeng_Khio_Wan_Kai.jpg,942,"2701 W 47th St, Westwood, KS 66205",66205,Lulu_s_Thai_Noodle_Shop,0,9136775858,,,,dessert,,,,,kaeng,wings,jumbo,bell,hot,sauce,kai,ranch,thai,peas,khio,peppers,chicken,green,basil,garlic,shoots,wan,curry,bamboo,red,,,,,,,,,,,,,,,,,,
943,Kaizoku_Nabe,Kaizoku_Nabe.jpg,Domo/Kaizoku_Nabe.jpg,943,"6322 Brookside Plaza, Kansas City, MO 64113",64113,Domo,0,8163336315,,,,,,,,,kaeng,bell,nabe,kai,thai,peas,khio,peppers,mild,green,basil,bamboo,wan,curry,shoots,red,kaizoku,,,,,,,,,,,,,,,,,,,,,,
944,Kale_and_Butternut_Salad,Kale_and_Butternut_Salad.jpg,KC_Taco_Company/Kale_and_Butternut_Salad.jpg,944,"520 Walnut St, Kansas City, MO 64106",64106,KC_Taco_Company,0,8162145390,$9.95,,Vegan,Lunch,American,Salad,,,kale,salad,broth,nabe,mussels,vegetables,squash,apples,seafood,quinoa,kaizoku,seeds,green,cranberries,crab,dressing,noodles,onions,greens,butternut,pumpkin,,,,,,,,,,,,,,,,,,
945,Kale_and_Quinoa_Salad,Kale_and_Quinoa_Salad.jpg,Muscle_Maker_Grill/Kale_and_Quinoa_Salad.jpg,945,"14967 W 119th St Olathe KS, 66062",66062,Muscle_Maker_Grill,1,9135385253,$10.00,11997927,Meat,Lunch,American,Salad,,,kale,salad,spinach,onions,vegetables,avocado,squash,ginger,quinoa,seeds,green,apples,dressing,peppers,chicken,pumpkin,lettuce,greens,butternut,cranberries,,,,,,,,,,,,,,,,,,,
946,Kale_and_Quinoa_Wrap,Kale_and_Quinoa_Wrap.jpg,Muscle_Maker_Grill/Kale_and_Quinoa_Wrap.jpg,946,"14967 W 119th St Olathe KS, 66062",66062,Muscle_Maker_Grill,1,9135385253,$8.50,11997909,Meat,Lunch,American,wrap,,,kale,salad,lettuce,spinach,avocado,ginger,quinoa,dressing,wrap,chicken,tortilla,avocados,peppers,,,,,,,,,,,,,,,,,,,,,,,,,,
947,Kale_Salad,Kale_Salad.jpg,Black_Dirt/Kale_Salad.jpg,947,"5070 Main St, Kansas City, MO 64112",64112,Black_Dirt,0,8162145947,,,vegetarian,,,,,,wrap,dressing,tortilla,avocados,kale,salad,lettuce,spinach,sunflower,ginger,quinoa,chicken,cherries,seeds,peppers,sprouts,cold,brussels,broccoli,,,,,,,,,,,,,,,,,,,,
949,Kansas_City_Reuben_Dog,Kansas_City_Reuben_Dog.jpg,The_Brick/Kansas_City_Reuben_Dog.jpg,949,"1727 McGee St, Kansas City, MO 64108",64108,The_Brick,0,8164211634,$7.45,,meat,lunch,american,sandwich,,,cheese,cold,kansas,sauerkraut,salad,city,sweet,seeds,potato,fries,reuben,dog,sunflower,cherries,dressing,swiss,sprouts,pickles,brussels,broccoli,kale,,,,,,,,,,,,,,,,,,
948,Kansas_Krackle,Kansas_Krackle.jpg,Kulture_Kurry/Kansas_Krackle.jpg,948,"9940 College Blvd Overland Park KS, 66210",66210,Kulture_Kurry,1,9133399511,$16.00,9563720,Meat,Dinner,Indian,Meats,,,coriander,cheese,spicy,city,sauerkraut,potatoes,sweet,potato,fries,reuben,kansas,dog,krackle,dressing,swiss,chicken,mint,pickles,,,,,,,,,,,,,,,,,,,,,
950,KC_Burger,KC_Burger.jpg,Brick_House/KC_Burger.jpg,950,"400 E 31st St, Kansas City, MO 64108",64108,Brick_House,0,8162553912,,,Meat,dinner,american,burger,,,coriander,kc,pepper,spicy,burger,onions,mint,pork,brioche,krackle,jack,chicken,sauce,toasted,bbq,,,,,,,,,,,,,,,,,,,,,,,,
951,KC_Smokehouse_Reuben,KC_Smokehouse_Reuben.jpg,Hogshead/KC_Smokehouse_Reuben.jpg,951,"4743 Pennsylvania Ave, Kansas City, MO 64112",64112,Hogshead,0,8163212929,,,,Lunch,,,,,kc,pepper,pork,burger,onions,reuben,brioche,jack,smoked,sauce,toasted,bbq,smokehouse,,,,,,,,,,,,,,,,,,,,,,,,,,
952,Keto_Buns,Keto_Buns.jpg,Fric_and_Frac/Keto_Buns.jpg,952,"1700 W 39th St, Kansas City, MO 64111",64111,Fric_and_Frac,0,8167536102,,,Other,breakfast,,,,,cheese,keto,gluten,beef,onion,sauerkraut,reuben,corned,buns,bun,swiss,smoked,sauce,bread,,,,,,,,,,,,,,,,,,,,,,,,,
953,Kickin_Chicken_Sandwich,Kickin_Chicken_Sandwich.jpg,The_Bite/Kickin_Chicken_Sandwich.jpg,953,"23 E 3rd St, Kansas City, MO 64106",64106,The_Bite,0,8165036059,$7.50,,meat,lunch,american,sandwich,,,radish,glycemic,chicken,onions,buns,korean,sauce,bbq,sandwich,gluten,queso,safe,free,bun,ketogeninc,carb,bread,keto,diabetic,cucumbers,kickin,sriracha,,,,,,,,,,,,,,,,,
954,Kickin'_Chicken_Sandwich,Kickin_Chicken_Sandwich.jpg,Q39_Midtown/Kickin_Chicken_Sandwich.jpg,954,"1000 W 39th St, Kansas City, MO 64111",64111,Q39_Midtown,0,8162553753,$8.00,,Meat,Dinner,American,Sandwich,,,onions,spicy,queso,slaw,bread,cucumbers,korean,kickin',sandwich,bun,sriracha,radish,chipotle,mayonnaise,fried,sauce,chicken,bbq,smoked,,,,,,,,,,,,,,,,,,,,
955,Kids_Chicken_Fried_Rice,Kids_Chicken_Fried_Rice.jpg,PF_Chang_s/Kids_Chicken_Fried_Rice.jpg,955,"102 W 47th St, Kansas City, MO 64112",64112,PF_Chang_s,0,8169319988,,,,dinner,,,,,brown,fried,kids,egg,mayo,sandwich,mayonnaise,soy,buns,chipotle,spicy,slaw,savory,chicken,rice,sauce,white,smoked,,,,,,,,,,,,,,,,,,,,,
956,Killer_Calamari,Killer_Calamari.jpg,Red_Door_Woodfired_Grill,956,"8001 West 159th Street, Overland Park, KS 66223",66223,Red_Door_Woodfired_Grill,,9132763667,,,meat,lunch,japanese,appetizer,,,brown,rice,cocktail,calamari,killer,soy,chicken,savory,white,fried,sauce,or,egg,,,,,,,,,,,,,,,,,,,,,,,,,,
957,Killer_Calamari,Killer_Calamari1.jpg,Red_Door_Woodfired_Grill,957,"8001 West 159th Street, Overland Park, KS 66223",66223,Red_Door_Woodfired_Grill,,9132763667,,,meat,lunch,japanese,appetizer,,,sauce,killer,fried,calamari,cocktail,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
958,Kimchi_Grilled_Cheese_Sandwich,Kimchi_Grilled_Cheese_Sandwich.jpg,Bay_Boy_Specialty_Sandwiches/Kimchi_Grilled_Cheese_Sandwich.jpg,958,"1209 W 47th St, Kansas City, MO 64112",64112,Bay_Boy_Specialty_Sandwiches,0,9137258958,,,meat,lunch,american,sandwich,,,cheese,pepper,sandwich,cocktail,sauce,fried,bun,grilled,pickles,kimchi,calamari,,,,,,,,,,,,,,,,,,,,,,,,,,,,
959,King_Kong,King_Kong.jpg,Domo/King_Kong.jpg,959,"6322 Brookside Plaza, Kansas City, MO 64113",64113,Domo,0,8163336315,,,,,,,,,king,pepper,sandwich,cheese,kong,bun,grilled,pickles,kimchi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
960,Kitchen_Greens_Salad_add_chicken,Kitchen_Greens_Salad_add_chicken.jpg,West_Bottoms_Kitchen_KC/Kitchen_Greens_Salad_add_chicken.jpg,960,"1623 Genessee St, Kansas City, MO 64102",64102,West_Bottoms_Kitchen_KC,0,8168789694,,,vegetarian,lunch,,,,,cheese,sweet,pickled,canoli,kong,chicken,rolls,cream,ice,add,cranberries,wafer,sauce,whipped,chocolate,pecan,kitchen,king,salad,greens,vanilla,onion,,,,,,,,,,,,,,,,,
961,Kitchen_Greens_Salad_add_shrimp,Kitchen_Greens_Salad_add_shrimp.jpg,West_Bottoms_Kitchen_KC/Kitchen_Greens_Salad_add_shrimp.jpg,961,"1623 Genessee St, Kansas City, MO 64102",64102,West_Bottoms_Kitchen_KC,0,8168789694,,,Meat,lunch,,,,,cheese,spicy,greens,salad,onion,pickled,shrimp,add,pecan,cranberries,vinaigrette,chicken,creole,kitchen,,,,,,,,,,,,,,,,,,,,,,,,,
962,Kitchen_Greens_Salad_add_shrimp,Kitchen_Greens_Salad_add_shrimp1.jpg,West_Bottoms_Kitchen_KC/Kitchen_Greens_Salad_add_shrimp1.jpg,962,"1623 Genessee St, Kansas City, MO 64102",64102,West_Bottoms_Kitchen_KC,0,8168789694,,,Meat,dinner,,,,,cheese,spicy,greens,salad,shrimp,add,pecan,vinaigrette,creole,kitchen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
963,Kitchen_Sink_Po_Boy_Sandwich,Kitchen_Sink_Po_Boy_Sandwich.jpg,Beignet/Kitchen_Sink_Po_Boy_Sandwich.jpg,963,"307 Main St, Kansas City, MO 64105",64105,Beignet,0,8164720777,$15.95,,Meat,Lunch,Cajun,Sandwich,,,cheese,lettuce,spicy,sausage,provolone,add,catfish,crawfish,bread,creole,po,sandwich,boy,pecan,sink,kitchen,tomato,remoulade,salad,greens,shrimp,vinaigrette,,,,,,,,,,,,,,,,,
964,Knife_and_Fork_Salad,Knife_and_Fork_Salad.jpg,The_Mixx/Knife_and_Fork_Salad.jpg,964,"4855 Main Street, Kansas City, MO 64112",64112,The_Mixx,0,8167562300,,,Other,lunch,,salad,,,,lettuce,roasted,onions,sausage,provolone,catfish,po,knife,fork,sandwich,garden,boy,herb,sink,bread,tomato,remoulade,greens,salad,potato,shrimp,crawfish,grilled,steak,,,,,,,,,,,,,,
965,Knife_and_Fork_Salad,Knife_and_Fork_Salad1.jpg,The_Mixx/Knife_and_Fork_Salad1.jpg,965,"4855 Main Street, Kansas City, MO 64112",64112,The_Mixx,0,8167562300,,,Other,lunch,,salad,,,fork,tossed,gluten,salad,potato,roasted,herb,balsamic,roma,grilled,gorgonzola,knife,vinaigrette,wild,steak,onions,greens,caramelized,,,,,,,,,,,,,,,,,,,,,
966,Knock_Knock,Knock_Knock.jpg,Wiener_Kitchen/Knock_Knock.jpg,966,"9645 W 87th St Overland Park, KS 66212",66212,Wiener_Kitchen,0,9132968023,9,,meat,lunch,German,hot dog,,,knock,knackwurst,tossed,mustard,salad,buttered,balsamic,vinaigrette,bun,gluten,roma,wild,veal,fried,onions,caramelized,smoked,,,,,,,,,,,,,,,,,,,,,,
967,Ko-Fu_Sandwich,Ko_Fu_Sandwich.jpg,The_Bite/Ko_Fu_Sandwich.jpg,967,"23 E 3rd St, Kansas City, MO 64106",64106,The_Bite,0,8165036059,$7.50,,vegan,lunch,american,substitute,,,sauce,butter,cilantro,sandwich,mustard,ko-fu,carrots,tofu,cucumbers,knackwurst,veal,fried,bun,korean,smoked,onions,bbq,bread,,,,,,,,,,,,,,,,,,,,,
968,Ko-Fu_Sandwich,Ko_Fu_Sandwich1.jpg,The_Bite/Ko_Fu_Sandwich1.jpg,968,"23 E 3rd St, Kansas City, MO 64106",64106,The_Bite,0,8165036059,$7.50,,vegan,lunch,american,substitute,,,sauce,cilantro,sandwich,ko-fu,carrots,tofu,cucumbers,korean,onions,bbq,bread,,,,,,,,,,,,,,,,,,,,,,,,,,,,
969,Ko-Fu_Sandwich,Ko_Fu_Sandwich2.jpg,The_Bite/Ko_Fu_Sandwich2.jpg,969,"23 E 3rd St, Kansas City, MO 64106",64106,The_Bite,0,8165036059,$7.50,,vegan,lunch,american,substitute,,,sauce,cilantro,sandwich,ko-fu,carrots,tofu,cucumbers,korean,onions,bbq,bread,,,,,,,,,,,,,,,,,,,,,,,,,,,,
