Number,Description,File_name,foodPic,ID,Location,Zipcode,Restaurant_Name,Offer_Delivery,Phone,Price,EatStreetAPIKey,Dietary,Type_of_meal,Genre,Class,Item1,Item2,Item3,Item4,Item5,Item6,Item7,Item8,Item9,Item10,Item11,Item12,Item13,Item14,Item15,Item16,Item17,Item18,Item19,Item20,Item21,Item22,Item23,Item24,Item25,Item26,Item27,,,,
963,Kitchen_Sink_Po_Boy_Sandwich,Kitchen_Sink_Po_Boy_Sandwich.jpg,Beignet/Kitchen_Sink_Po_Boy_Sandwich.jpg,963,"307 Main St, Kansas City, MO 64105",64105,Beignet,0,8164720777,$15.95,,Meat,lunch,,salad,cheese,spicy,greens,pecans,boy,salad,shrimp,sandwich,sink,vinaigrette,creole,po,kitchen,,,,,,,,,,,,,,,,,,
964,Knife_and_Fork_Salad,Knife_and_Fork_Salad.jpg,The_Mixx/Knife_and_Fork_Salad.jpg,964,"4855 Main Street, Kansas City, MO 64112",64112,The_Mixx,0,8167562300,,,Meat,Lunch,Cajun,Sandwich,,remoulade,sausage,salad,provolone,shrimp,knife,lettuce,fork,catfish,crawfish,tomatoes,bread,,,,,,,,,,,,,,,,,,
965,Knife_and_Fork_Salad,Knife_and_Fork_Salad1.jpg,The_Mixx/Knife_and_Fork_Salad1.jpg,965,"4855 Main Street, Kansas City, MO 64112",64112,The_Mixx,0,8167562300,,,Other,lunch,,salad,gargonzola,fork,salad,greens,herb,roasted,potatoes,grilled,steak,onions,knife,,,,,,,,,,,,,,,,,,,,
966,Knock_Knock,Knock_Knock.jpg,Wiener_Kitchen/Knock_Knock.jpg,966,"9645 W 87th St Overland Park, KS 66212",66212,Wiener_Kitchen,0,9132968023,9,,Other,lunch,,salad,knock,tossed,gluten,balsamic,roma,free,vinaigrette,wild,caramelized,,,,,,,,,,,,,,,,,,,,,,
967,Ko-Fu_Sandwich,Ko_Fu_Sandwich.jpg,The_Bite/Ko_Fu_Sandwich.jpg,967,"23 E 3rd St, Kansas City, MO 64106",64106,The_Bite,0,8165036059,$7.50,,meat,lunch,German,hot dog,butter,knackwurst,mustard,ko-fu,fried,sandwich,veal,bun,smoked,onions,,,,,,,,,,,,,,,,,,,,,
968,Ko-Fu_Sandwich,Ko_Fu_Sandwich1.jpg,The_Bite/Ko_Fu_Sandwich1.jpg,968,"23 E 3rd St, Kansas City, MO 64106",64106,The_Bite,0,8165036059,$7.50,,vegan,lunch,american,substitute,cilantro,sandwich,onions,carrots,tofu,cucumbers,ko-fu,korean,sauce,bbq,bread,,,,,,,,,,,,,,,,,,,,
969,Ko-Fu_Sandwich,Ko_Fu_Sandwich2.jpg,The_Bite/Ko_Fu_Sandwich2.jpg,969,"23 E 3rd St, Kansas City, MO 64106",64106,The_Bite,0,8165036059,$7.50,,vegan,lunch,american,substitute,cilantro,sandwich,onions,carrots,tofu,cucumbers,ko-fu,korean,sauce,bbq,bread,,,,,,,,,,,,,,,,,,,,
970,Kofta_Kabab_Combo_Platter,Kofta_Kabab_Combo_Platter.jpg,Sahara_Mediterranean_Food/Kofta_Kabab_Combo_Platter.jpg,970,"332 E 51st St, Kansas City, MO 64112",64112,Sahara_Mediterranean_Food,0,8167565444,$9.95,,vegan,lunch,american,substitute,cilantro,onions,carrots,tofu,cucumbers,kabab,kofta,combo,korean,platter,sauce,bbq,bread,,,,,,,,,,,,,,,,,,
971,Kofta_Kabab_Combo_Platter,Kofta_Kabab_Combo_Platter1.jpg,Sahara_Mediterranean_Food/Kofta_Kabab_Combo_Platter1.jpg,971,"333 E 51st St, Kansas City, MO 64112",64112,Sahara_Mediterranean_Food,0,8167565444,$9.95,,Meat,Lunch,Mediterranean,meats,lamb,platter,beef,dips,kabab,kofta,combo,peppers,rice,,,,,,,,,,,,,,,,,,,,,,
972,Korean_BBQ_Chicken_Stir_Fry,Korean_BBQ_Chicken_Stir_Fry.jpg,PF_Chang_s/Korean_BBQ_Chicken_Stir_Fry.jpg,972,"102 W 47th St, Kansas City, MO 64112",64112,PF_Chang_s,0,8169319988,,,Meat,Lunch,Mediterranean,meats,lamb,beef,stir,dips,parsley,hummus,chicken,kofta,bbq,fry,pita,korean,rice,onions,tabbouleh,tomatoes,,,,,,,,,,,,,,,
973,Krab_Salad_Sandwich,Krab_Salad_Sandwich.jpg,Which_Wich/Krab_Salad_Sandwich.jpg,973,"554 Westport Rd #100, Kansas City, MO 64111",64111,Which_Wich,1,8165695965,,,,,,meats,sandwich,salad,krab,,,,,,,,,,,,,,,,,,,,,,,,,,,,
974,Kulfi,Kulfi.jpg,Kulture_Kurry/Kulfi.jpg,974,"9940 College Blvd Overland Park KS, 66210",66210,Kulture_Kurry,1,9133399511,$3.50,9563820,Other,lunch,,sandwich,tomato,condiments,mayo,krab,lettuce,kulfi,pickles,vegetables,bread,,,,,,,,,,,,,,,,,,,,,,
975,Kung_Pao_Calamari,Kung_Pao_Calamari.jpg,Yard_House/Kung_Pao_Calamari.jpg,975,"1300 Main St Ste 124.1A, Kansas City, MO 64105",64105,Yard_House,0,8165270952,,,Vegetarian,Dessert,Dessert,Dessert,frozen,oranges,dairy,kung,cream,calamari,pao,ice,,,,,,,,,,,,,,,,,,,,,,,
976,Kung_Pao_Chicken,Kung_Pao_Chicken.jpg,China_One_Express/Kung_Pao_Chicken.jpg,976,"11176 Antioch Rd, Overland Park, KS 66210",66210,China_One_Express,1,9134515959,$9.60,6812673,meat,Lunch,,appetizer,spicy,fried,asian,peppers,chicken,rice,onions,pao,kung,,,,,,,,,,,,,,,,,,,,,,
977,Kung_Pao_Chicken_Lunch_Special,Kung_Pao_Chicken.jpg,China_One_Express/Kung_Pao_Chicken.jpg,977,"11176 Antioch Rd, Overland Park, KS 66210",66210,China_One_Express,1,9134515959,$6.45,9196151,Meat,Dinner,Chinese,meats,spicy,lunch,kung,chicken,rice,sauce,pao,,,,,,,,,,,,,,,,,,,,,,,,
978,Kung_Pao_Dragon_Rolls,Kung_Pao_Dragon_Rolls.jpg,PF_Chang_s/Kung_Pao_Dragon_Rolls.jpg,978,"102 W 47th St, Kansas City, MO 64112",64112,PF_Chang_s,0,8169319988,,,Meat,Lunch,Chinese,meats,spicy,dragon,kung,chicken,rice,sauce,rolls,pao,,,,,,,,,,,,,,,,,,,,,,,
979,Lamb_Chops,Lamb_Chops.jpg,Osteria_Il_Centro/Lamb_Chops.jpg,979,"5101 Main St Kansas City, MO 64112",64112,Osteria_Il_Centro,0,8165612369,,,,,,sushi,lamb,chops,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
980,Lasagna,Lasagna.jpg,Buca_di_Beppo/Lasagna.jpg,980,"310 W 47th St, Kansas City, MO 64112",64112,Buca_di_Beppo,0,8169316548,,,Meat,dinner,,meats,lamb,rosemary,chops,mashed,brandy,lasagna,potatoes,sauce,vegetables,,,,,,,,,,,,,,,,,,,,,,
981,Lasagna,Lasagna1.jpg,Buca_di_Beppo/Lasagna1.jpg,981,"310 W 47th St, Kansas City, MO 64112",64112,Buca_di_Beppo,0,8169316548,,,Meat,dinner,italian,pasta,cheeses,meat,provolone,lasagna,parmesan,ricotta,sauce,mozzarella,,,,,,,,,,,,,,,,,,,,,,,
982,Lasagna,Lasagna1.jpg,Cupini_s/Lasagna1.jpg,982,"1809 Westport Rd Kansas City MO, 64111",64111,Cupini_s,1,8167537662,$9.25,9686634,Meat,dinner,italian,pasta,cheeses,meat,provolone,lasagna,parmesan,ricotta,sauce,mozzarella,,,,,,,,,,,,,,,,,,,,,,,
983,Lasagna,Lasagna2.jpg,Cupini_s/Lasagna2.jpg,983,"1809 Westport Rd Kansas City MO, 64111",64111,Cupini_s,1,8167537662,$9.25,9686634,Meat,Dinner,italian,pasta,cheese,cream,beef,marinara,lasagna,parmesan,noodles,sauce,ground,,,,,,,,,,,,,,,,,,,,,,
984,Lasagna,Lasagna3.jpg,Cupini_s/Lasagna3.jpg,984,"1809 Westport Rd Kansas City MO, 64111",64111,Cupini_s,1,8167537662,$9.25,9686634,Meat,Dinner,italian,pasta,cheese,cream,beef,marinara,lasagna,parmesan,noodles,sauce,ground,,,,,,,,,,,,,,,,,,,,,,
985,Lasagna,Lasagna.jpg,Ragazza_Food_and_Wine/Lasagna.jpg,985,"301 Westport Rd, Kansas City, MO 64111",64111,Ragazza_Food_and_Wine,0,8169604744,,,Meat,Dinner,italian,pasta,cheese,cream,beef,marinara,lasagna,parmesan,noodles,sauce,ground,,,,,,,,,,,,,,,,,,,,,,
986,Lasagna,Lasagna1.jpg,Ragazza_Food_and_Wine/Lasagna1.jpg,986,"301 Westport Rd, Kansas City, MO 64111",64111,Ragazza_Food_and_Wine,0,8169604744,,,Meat,dinner,italian,pasta,cheese,bolognese,lasagna,parmesan,noodles,sauce,red,bechamel,,,,,,,,,,,,,,,,,,,,,,,
987,Le_Cobb_Salad,Le_Cobb_Salad.jpg,Le_Peep/Le_Cobb_Salad.jpg,987,"7218 College Blvd. Overland Park KS, 66210",66210,Le_Peep,1,9136619441,$10.49,11082156,Meat,dinner,italian,pasta,cheese,le,meat,salad,bolognese,lasagna,cobb,noodles,sauce,red,bechamel,,,,,,,,,,,,,,,,,,,,
988,Lemon_and_Raspberry_Beignet,Lemon_and_Raspberry_Beignet.jpg,Beignet/Lemon_and_Raspberry_Beignet.jpg,988,"307 Main St, Kansas City, MO 64105",64105,Beignet,0,8164720777,$4.00,,Meat,lunch,american,salad,lemon,eggs,avocados,bacon,beignet,lettuce,feta,chicken,raspberry,croutons,tomatoes,,,,,,,,,,,,,,,,,,,,
989,Lemon_Artichoke_Hearts,Lemon_Artichoke_Hearts.jpg,Michael_Forbes_Bar_and_Grille/Lemon_Artichoke_Hearts.jpg,989,"128 W 63rd St, Kansas City, MO 64113",66113,Michael_Forbes_Bar_and_Grille,0,8163334355,,,Vegetarian,breakfast,breakfast,breakfast,,lemon,raspberries,sweet,beignet,donut,artichoke,lemons,powdered,hearts,sugar,bread,,,,,,,,,,,,,,,,,,,
990,Lemon_Bar,Lemon_Bar.jpg,Bloom_Baking_Company/Lemon_Bar.jpg,990,"15 E 3rd St, Kansas City, MO 64106",64106,Bloom_Baking_Company,0,8162838437,,,vegetarian,Other,,appetizer,butter,cheese,breaded,lemon,garlic,artichoke,parmesan,bar,crispy,,,,,,,,,,,,,,,,,,,,,,
991,Lemon_Poppyseed_Scone,Lemon_Poppyseed_Scone.jpg,Crows_Coffee/Lemon_Poppyseed_Scone.jpg,991,"304 E 51st St, Kansas City, MO 64112",64112,Crows_Coffee,0,8168207502,,,vegetarian,Dessert,dessert,dessert,lemon,scone,sweet,sugar,poppyseed,pastry,powdered,bar,,,,,,,,,,,,,,,,,,,,,,,
992,Lemoncello_Cake,Lemoncello_Cake.jpg,Ragazza_Food_and_Wine/Lemoncello_Cake.jpg,992,"301 Westport Rd, Kansas City, MO 64111",64111,Ragazza_Food_and_Wine,0,8169604744,,,Vegetarian,Breakfast,Breakfast,breakfast,lemon,sweet,lemoncello,frosted,poppyseed,scones,cake,,,,,,,,,,,,,,,,,,,,,,,,
993,Lentil_Soup,Lentil_Soup.jpg,Sahara_Mediterranean_Food/Lentil_Soup.jpg,993,"334 E 51st St, Kansas City, MO 64112",64112,Sahara_Mediterranean_Food,0,8167565444,$2.49,,Other,dessert,dessert,dessert,lemon,icing,liqueur,glaze,limoncello,soup,curd,cake,lentil,mascarpone,,,,,,,,,,,,,,,,,,,,,
994,Lettuce_Wraps,Lettuce_Wraps.jpg,PF_Chang_s/Lettuce_Wraps.jpg,994,"102 W 47th St, Kansas City, MO 64112",64112,PF_Chang_s,0,8169319988,,,Vegan,Lunch,Mediterranean,appetizer,lentils,lettuce,broth,wraps,vegetables,,,,,,,,,,,,,,,,,,,,,,,,,,
995,Life_Balance_Grilled_Atlantic_Salmon,Life_Balance_Grilled_Atlantic_Salmon.jpg,Cooper_s_Hawk/Life_Balance_Grilled_Atlantic_Salmon.jpg,995,"4686 Broadway St Kansas City, MO 64112",64112,Cooper_s_Hawk,0,8165311500,,,vegetarian,lunch,,appetizer,butter,vinegar,life,balance,beef,onion,salmon,hoisin,ginger,grilled,garlic,wine,soy,atlantic,rice,sauce,ground,,,,,,,,,,,,,,
996,Limoncello_Brioche_Pudding,Limoncello_Brioche_Pudding.jpg,The_Oliver/Limoncello_Brioche_Pudding.jpg,996,"4807 Jefferson St, Kansas City, MO 64112",64112,The_Oliver,0,8163842500,,,Other,lunch,,seafood,tomato,marzano,san,gold,spinach,potatoes,salmon,limoncello,brioche,pudding,sauce,,,,,,,,,,,,,,,,,,,,
997,Limoncello_Brioche_Pudding,Limoncello_Brioche_Pudding1.jpg,The_Oliver/Limoncello_Brioche_Pudding1.jpg,997,"4807 Jefferson St, Kansas City, MO 64112",64112,The_Oliver,0,8163842500,,,vegetarian,dessert,dessert,dessert,brioche,baked,spongy,limoncello,creamy,pudding,blackberry,sweet,sauce,cream,,,,,,,,,,,,,,,,,,,,,
998,Little_Lawrence_Iguana,Little_Lawrence_Iguana.jpg,The_Salty_Iguana/Little_Lawrence_Iguana.jpg,998,"10478 S Ridgeview Rd, Olathe, KS 66061",66061,The_Salty_Iguana,1,9133109003,,,vegetarian,dessert,dessert,dessert,little,lawrence,sweet,gooey,limoncello,pudding,pastry,iguana,custard,blackberry,,,,,,,,,,,,,,,,,,,,,
999,Live_Med_Salad,Live_Med_Salad.jpg,Zoes_Kitchen/Live_Med_Salad.jpg,999,"100 Ward Pkwy, Kansas City, MO 64112",64112,Zoes_Kitchen,0,8165312044,,,Other,Other,,burrito,med,salad,of,choice,live,taco,enchilada,one,your,,,,,,,,,,,,,,,,,,,,,,
1000,Loaded_Baked_Potato,Loaded_Baked_Potato.jpg,Muscle_Maker_Grill/Loaded_Baked_Potato.jpg,1000,"14967 W 119th St Olathe KS, 66062",66062,Muscle_Maker_Grill,1,9135385253,$3.00,12112737,vegetarian,Lunch,,salad,tomato,salad,spinach,healthy,baked,potato,dressing,fresh,loaded,zucchini,,,,,,,,,,,,,,,,,,,,,
1001,Loaded_Baked_Potato_Gnocchi,Loaded_Baked_Potato_Gnocchi.jpg,Gram and Dun/Loaded_Baked_Potato_Gnocchi.jpg,1001,"600 Ward Pkwy Kansas City, MO 64112",64112,Gram and Dun,0,8163892900,,,Meat,Lunch,American,Appetizer,cheese,potato,potatoes,cheddar,sour,loaded,baked,broccoli,gnocchi,cream,,,,,,,,,,,,,,,,,,,,,
1002,Loaded_Baked_Potato_Soup,Loaded_Baked_Potato_Soup.jpg,Schlotzsky_s/Loaded_Baked_Potato_Soup.jpg,1002,"12221 S Strangline Rd Olathe KS, 66062",66062,Schlotzsky_s,1,9137822867,$4.50,11100295,Meat,dinner,,pasta,potato,bacon,cheddar,soup,sour,chive,loaded,baked,cream,,,,,,,,,,,,,,,,,,,,,,
1003,Loaded_Fries,Loaded_Fries.jpg,Brick_House/Loaded_Fries.jpg,1003,"400 E 31st St, Kansas City, MO 64108",64108,Brick_House,0,8162553912,,,meat,lunch,american,soup,,cheese,potatoes,fries,bacon,green,loaded,onions,cheddar,cream,,,,,,,,,,,,,,,,,,,,,
1004,Loaded_Pig_Tots,Loaded_Pig_Tots.jpg,MO_Brew/Loaded_Pig_Tots.jpg,1004,"1403 W 39th St, Kansas City, MO 64111",64111,MO_Brew,0,8164926183,,,vegetarian,dinner,american,appetizer,pork,bacon,fries,pig,tots,pico,pile,loaded,chicken,onions,cream,,,,,,,,,,,,,,,,,,,,
1005,Loaded_Potato_Chips,Loaded_Potato_Chips.jpg,Brady_s_Public_House/Loaded_Potato_Chips.jpg,1005,"5424 Troost Ave, Kansas City, MO 64110",64110,Brady_s_Public_House,0,8164379400,$8.00,,vegetarian,lunch,,appetizer,tomato,cheese,cajun,lettuce,rub,potato,avocado,cilantro,aioli,bun,jack,homemade,pepper,loaded,chips,,,,,,,,,,,,,,,,
1006,Loaded_Tomato_Quinoa_Salad,Loaded_Tomato_Quinoa_Salad.jpg,The_Sundry/Loaded_Tomato_Quinoa_Salad.jpg,1006,"300 E. 39th st. kansas city, mo 64111",64111,The_Sundry,0,8168447878,,,Meat,Lunch,American,Appetizer,tomato,cheese,salad,jalapeno,chips,bacon,quinoa,green,loaded,nachos,onions,sauce,,,,,,,,,,,,,,,,,,,
1007,Loaf,Loaf.jpg,Eden_Alley_Vegetaria/Loaf.jpg,1007,"707 W 47th St, Kansas City, MO 64112",64112,Eden_Alley_Vegetaria,0,8165615415,,,vegetarian,lunch,,salad,marinated,mushrooms,pepper,bell,loaf,artichokes,arugula,quinoa,green,feta,roasted,onions,cheese,,,,,,,,,,,,,,,,,,
1008,Lobster_and_Shrimp_Fried_Rice,Lobster_and_Shrimp_Fried_Rice.jpg,PF_Chang_s/Lobster_and_Shrimp_Fried_Rice.jpg,1008,"102 W 47th St, Kansas City, MO 64112",64112,PF_Chang_s,0,8169319988,,,vegetarian,lunch,,,fried,central,thyme,greens,leafy,soyfood's,tofu,crumb,garlic,shrimp,mushrooms,lobster,black,fresh,bread,rice,onions,forbiddenbrown,,,,,,,,,,,,,
1009,Lobster_Bisque,Lobster_Bisque.jpg,Brio_Tuscan_Grille/Lobster_Bisque.jpg,1009,"502 Nichols Rd, Kansas City, MO 64112",64112,Brio_Tuscan_Grille,0,8165615888,,,Meat,lunch,,seafood,frozen,eggs,carrots,peas,shrimps,tails,peppers,lobster,white,rice,onions,bisque,,,,,,,,,,,,,,,,,,,
1010,Lobster_Crab_and_Artichoke_Dip,Lobster_Crab_and_Artichoke_Dip.jpg,Yard_House/Lobster_Crab_and_Artichoke_Dip.jpg,1010,"1300 Main St Ste 124.1A, Kansas City, MO 64105",64105,Yard_House,0,8165270952,,,Meat,lunch,,seafood,sautÃ­Â©ed,shrimp,lobster,artichoke,crab,garnish,dip,,,,,,,,,,,,,,,,,,,,,,,,
1011,Lobster_Deviled_Eggs,Lobster_Deviled_Eggs.jpg,Char_Bar/Lobster_Deviled_Eggs.jpg,1011,"4050 Pennsylvania Ave #150, Kansas City, MO 64111",64111,Char_Bar,0,8163898600,,,vegetarian,lunch,,appetizer,deviled,dip,eggs,lobster,artichoke,crab,breadcrumbs,pita,tortilla,chips,,,,,,,,,,,,,,,,,,,,,
1012,Lobster_Garlic_Noodles,Lobster_Garlic_Noodles.jpg,Yard_House/Lobster_Garlic_Noodles.jpg,1012,"1300 Main St Ste 124.1A, Kansas City, MO 64105",64105,Yard_House,0,8165270952,,,Other,Other,,seafood,snack,deviled,eggs,free,range,lobster,charred,garlic,shoots,noodles,pea,,,,,,,,,,,,,,,,,,,,
1013,Lobster_Ravioli,Lobster_Ravioli.jpg,Osteria_Il_Centro/Lobster_Ravioli.jpg,1013,"5101 Main St Kansas City, MO 64112",64112,Osteria_Il_Centro,0,8165612369,,,vegetarian,dinner,,seafood,cheese,spinach,seafood,mushrooms,garlic,parmesan,lobster,ravioli,,,,,,,,,,,,,,,,,,,,,,,
1014,Lobster_Risotto,Lobster_Risotto.jpg,Beer_Kitchen/Lobster_Risotto.jpg,1014,"435 Westport Rd, Kansas City, MO 64111",64111,Beer_Kitchen,0,8163894180,,,Meat,dinner,,pasta,tomato,cheese,risotto,lobster,ricotta,cream,,,,,,,,,,,,,,,,,,,,,,,,,
1015,Lobster_Roll,Lobster_Roll.jpg,Domo/Lobster_Roll.jpg,1015,"6322 Brookside Plaza, Kansas City, MO 64113",64113,Domo,0,8163336315,,,meat,lunch,american,misc,pepper,greens,risotto,lobster,roll,red,,,,,,,,,,,,,,,,,,,,,,,,,
1016,Lobster_Roll,Lobster_Roll1.jpg,Domo/Lobster_Roll1.jpg,1016,"6322 Brookside Plaza, Kansas City, MO 64113",64113,Domo,0,8163336315,,,meat,Dinner,,sushi,spicy,seafood,raw,lobster,fresh,rice,roll,,,,,,,,,,,,,,,,,,,,,,,,
1017,Lobster_Roll,Lobster_Roll.jpg,Friends_Sushi_and_Bento_Place/Lobster_Roll.jpg,1017,"1808 W 39th St, Kansas City, MO 64111",64111,Friends_Sushi_and_Bento_Place,0,8167536666,,,meat,dinner,,sushi,spicy,sushi,japanese,lobster,seaweed,rice,sauce,roll,,,,,,,,,,,,,,,,,,,,,,,
1018,Long_Life_Noodles_and_Prawns,Long_Life_Noodles_and_Prawns.jpg,PF_Chang_s/Long_Life_Noodles_and_Prawns.jpg,1018,"102 W 47th St, Kansas City, MO 64112",64112,PF_Chang_s,0,8169319988,,,meat,lunch,,sushi,life,noodles,refreshing,light,bite,prawns,long,lobster,seaweed,rice,size,,,,,,,,,,,,,,,,,,,,
1019,Low_Cal_Burrito,Low_Cal_Burrito.jpg,The_Salty_Iguana/Low_Cal_Burrito.jpg,1019,"10478 S Ridgeview Rd, Olathe, KS 66061",66061,The_Salty_Iguana,1,9133109003,,,Meat,dinner,,pasta,burrito,onion,prawns,yellow,scallions,mushrooms,garlic,ginger,cal,soy,noodles,sauce,,,,,,,,,,,,,,,,,,,
1020,Lulu_s_Rolls,Lulu_s_Rolls.jpg,Lulu_s_Thai_Noodle_Shop/Lulu_s_Rolls.jpg,1020,"2701 W 47th St, Westwood, KS 66205",66205,Lulu_s_Thai_Noodle_Shop,0,9136775858,,,Meat,lunch,,burrito,cheese,mexican,flour,corn,lulu,fat,rolls,black,salsa,beans,chicken,tortilla,with,mozzarella,,,,,,,,,,,,,,,,,
1021,Lulu_s_Sampler,Lulu_s_Sampler.jpg,Lulu_s_Thai_Noodle_Shop/Lulu_s_Sampler.jpg,1021,"2701 W 47th St, Westwood, KS 66205",66205,Lulu_s_Thai_Noodle_Shop,0,9136775858,,,,,,appetizer,pork,fried,sweet,carrots,lulu,scallions,sampler,wrap,chili,noodles,crispy,cellophane,sauce,,,,,,,,,,,,,,,,,,
1022,Lump_Crab_Stuffed_Shrimp,Lump_Crab_Stuffed_Shrimp.jpg,McCormick_and_Schmick_s_Seafood_and_Steaks/Lump_Crab_Stuffed_Shrimp.jpg,1022,"448 W 47th St, Kansas City, MO 64112",64112,McCormick_and_Schmick_s_Seafood_and_Steaks,0,8165316800,,,,,,appetizer,rangoon,pork,stuffed,vietnamese,dumplings,spring,dipping,veggie,lump,shrimp,crab,rolls,sauces,,,,,,,,,,,,,,,,,,
1023,Lump_Crab_Tower,Lump_Crab_Tower.jpg,McCormick_and_Schmick_s_Seafood_and_Steaks/Lump_Crab_Tower.jpg,1023,"448 W 47th St, Kansas City, MO 64112",64112,McCormick_and_Schmick_s_Seafood_and_Steaks,0,8165316800,,,meat,dinner,,dinner,pepper,crab,cheddar,mashed,shrimp,lump,stuffed,white,tower,red,,,,,,,,,,,,,,,,,,,,,
1024,Lump_Crab_Tower1,Lump_Crab_Tower1.jpg,McCormick_and_Schmick_s_Seafood_and_Steaks/Lump_Crab_Tower1.jpg,1024,"448 W 47th St, Kansas City, MO 64112",64112,McCormick_and_Schmick_s_Seafood_and_Steaks,0,8165316800,,,meat,dinner,,dinner,tower1,avocado,lump,mango,crab,vinaigrette,orange,tower,,,,,,,,,,,,,,,,,,,,,,,
1025,Lump_Crab_Tower2,Lump_Crab_Tower2.jpg,McCormick_and_Schmick_s_Seafood_and_Steaks/Lump_Crab_Tower2.jpg,1025,"448 W 47th St, Kansas City, MO 64112",64112,McCormick_and_Schmick_s_Seafood_and_Steaks,0,8165316800,,,meat,dinner,,dinner,tower2,avocado,lump,mango,crab,vinaigrette,orange,tower,,,,,,,,,,,,,,,,,,,,,,,
1026,Lunch_Special_Burnt_Ends_Sandwich,Lunch_Special_Burnt_Ends_Sandwich.jpg,Fric_and_Frac/Lunch_Special_Burnt_Ends_Sandwich.jpg,1026,"1700 W 39th St, Kansas City, MO 64111",64111,Fric_and_Frac,0,8167536102,,,meat,dinner,,dinner,blue,cheese,ends,crumbles,tarragon,avocado,ranch,bacon,lump,lunch,sandwich,crab,tower,burnt,,,,,,,,,,,,,,,,,
1027,Lunch_Special_Cajun_Chicken_Sandwich,Lunch_Special_Cajun_Chicken_Sandwich.jpg,Fric_and_Frac/Lunch_Special_Cajun_Chicken_Sandwich.jpg,1027,"1700 W 39th St, Kansas City, MO 64111",64111,Fric_and_Frac,0,8167536102,,,Meat,lunch,,sandwich,cheese,cajun,spicy,beef,salt,broth,brisket,lunch,buns,sandwich,jack,traeger,chicken,sauce,bbq,,,,,,,,,,,,,,,,
1028,Lunch_Special_Canadian_Sandwich,Lunch_Special_Canadian_Sandwich.jpg,Fric_and_Frac/Lunch_Special_Canadian_Sandwich.jpg,1028,"1700 W 39th St, Kansas City, MO 64111",64111,Fric_and_Frac,0,8167536102,,,Meat,lunch,,sandwich,skinless,sliced,lettuce,sandwich,dijon,,,,,,,,,,,,,,,,,,,,,,,lettuce,syrup,leaves,dijon
1029,Lunch_Special_Salmon_With_Pesto_Butter,Lunch_Special_Salmon_With_Pesto_Butter.jpg,Fric_and_Frac/Lunch_Special_Salmon_With_Pesto_Butter.jpg,1029,"1700 W 39th St, Kansas City, MO 64111",64111,Fric_and_Frac,0,8167536102,,,Meat,lunch,,sandwich,chicken,rolls,kaiser,cayenne,celery,boneless,syrup,toasted,split,pepper,oil,lunch,garlic,breast,olive,ketchup,tomato,vinegar,onion,canadian,leaves,paprika,salt,,,,,,,,
1030,Lunch_Special_Smoked_Jerk_Chicken_Rice_Bowl,Lunch_Special_Smoked_Jerk_Chicken_Rice_Bowl.jpg,Fric_and_Frac/Lunch_Special_Smoked_Jerk_Chicken_Rice_Bowl.jpg,1030,"1700 W 39th St, Kansas City, MO 64111",64111,Fric_and_Frac,0,8167536102,,,Meat,lunch,,seafood,canola,skinless,peper,sliced,maple,kaiser,lemon,halved,boneless,sherry,pesto,worcestershire,sauce,cloves,oil,mustard,salmon,lunch,garlic,ketchup,butter,vinegar,onion,syrup,leaves,dijon,salt,,,,
1031,Ma_La_Spicy_Fish_Fillet_and_Tofu,Ma_La_Spicy_Fish_Fillet_and_Tofu.jpg,Sichuan_Dynasty/Ma_La_Spicy_Fish_Fillet_and_Tofu.jpg,1031,"7206 West 119th Street Overland Park, 66213",66213,Sichuan_Dynasty,1,9133399378,$13.99,,Meat,lunch,,misc,butter,rice,lemon,peppper,jerk,filet,bowl,zested,salmon,glove,juice,lunch,basil,fresh,pesto,smoked,salt,chicken,,,,,,,,,,,,,
1032,Ma_Lo_Bella_Taco,Ma_Lo_Bella_Taco.jpg,Unforked/Ma_Lo_Bella_Taco.jpg,1032,"2450 Grand Blvd, Kansas City, MO 64108",64108,Unforked,0,8162833675,,,meat,Dinner,asian,substitute,bell,seasoning,fish,tofu,pepper,spicy,chicken,la,fillet,beans,avocados,rice,red,seeded,oil,jerk,peeled,mashed,breast,olive,white,ma,cooked,jamaican,,,,,,,
1033,Ma_Lo_Bella_Taco,Ma_Lo_Bello_Taco1.jpg,Unforked/Ma_Lo_Bello_Taco1.jpg,1033,"2450 Grand Blvd, Kansas City, MO 64108",64108,Unforked,0,8162833675,,,meat,lunch,,taco,spicy,ma,lo,fish,tofu,bella,celery,taco,broth,,,,,,,,,,,,,,,,,,,,,,
1034,Ma_Po_Tofu,Ma_Pa_Tofu.jpg,Sichuan_Dynasty/Ma_Pa_Tofu.jpg,1034,"7206 West 119th Street Overland Park, 66213",66213,Sichuan_Dynasty,1,9133399378,$10.99,12003786,meat,Lunch,,taco,cheese,pepper,ma,meat,spinach,seasoning,lo,bell,bella,taco,steak,red,,,,,,,,,,,,,,,,,,,
1035,Mac_and_Cheese,Mac_and_Cheese.jpg,Yard_House/Mac_and_Cheese.jpg,1035,"1300 Main St Ste 124.1A, Kansas City, MO 64105",64105,Yard_House,0,8165270952,,,vegan,Dinner,asian,substitute,tomato,mexican,beef,flour,tofu,ma,tortilla,leafy,po,,,,,,,,,,,,,,,,,,,,,,
