Number,Description,File_name,foodPic,ID,Location,Zipcode,Restaurant_Name,Offer_Delivery,Phone,Price,EatStreetAPIKey,Dietary,Type_of_meal,Genre,Class1,Class2,Class3,Item1,Item2,Item3,Item4,Item5,Item6,Item7,Item8,Item9,Item10,Item11,Item12,Item13,Item14,Item15,Item16,Item17,Item18,Item19,Item20,Item21,Item22,Item23,,,,,,,,
842,Half_Slab_Ribs,Half_Slab_Ribs.jpg,Char_Bar/Half_Slab_Ribs.jpg,842,"4050 Pennsylvania Ave #150, Kansas City, MO 64111",64111,Char_Bar,0,8163898600,,,Meat,dinner,,,,,toast,sauce,ribs,half,smoked,pickels,slab,bbq,,,,,,,,,,,,,,,,,,,,,,,
843,Half_smoked_and_char_grilled_chicken,Half_smoked_and_char_grilled_chicken.jpg,Q39_Midtown/Half_smoked_and_char_grilled_chicken.jpg,843,"1000 W 39th St, Kansas City, MO 64111",64111,Q39_Midtown,0,8162553753,$15.00,,Meat,Dinner,American,meats,,,slaw,charred,char,half,grilled,chicken,smoked,sauce,bbq,,,,,,,,,,,,,,,,,,,,,,
844,Ham_and_Cheese_Original-Style_Sandwich,Ham_and_Cheese_Original_Style_Sandwich.jpg,Schlotzsky_s/Ham_and_Cheese_Original_Style_Sandwich.jpg,844,"12221 S Strangline Rd Olathe KS, 66062",66062,Schlotzsky_s,1,9137822867,$4.50,11100375,Meat,lunch,american,sandwich,,,cheese,olives,sandwich,ham,original-style,cheddar,mozzarella,lettuce,bun,dressing,parmesan,black,onions,sourdough,tomatoes,mustard,,,,,,,,,,,,,,,
845,Ham_and_Cheese,Ham_and_Cheese.jpg,West_Bottoms_Kitchen_KC/Ham_and_Cheese.jpg,845,"1623 Genessee St, Kansas City, MO 64102",64102,West_Bottoms_Kitchen_KC,0,8168789694,,,vegetarian,dinner,,,,,tomato,cheese,sandwich,ham,jam,pimento,smoked,bread,,,,,,,,,,,,,,,,,,,,,,,
846,Ham_Egg_and_Cheese_Breakfast_Sandwich,Ham_Egg_and_Cheese_Breakfast_Sandwich.jpg,Crows_Coffee/Ham_Egg_and_Cheese_Breakfast_Sandwich.jpg,846,"304 E 51st St, Kansas City, MO 64112",64112,Crows_Coffee,0,8168207502,$6.25,,Meat,Breakfast,breakfast,breakfast,sandwich,,toast,cheese,sandwich,ham,breakfast,egg,bread,,,,,,,,,,,,,,,,,,,,,,,,
847,Ham_Sandwich,Ham_Sandwich.jpg,Which_Wich/Ham_Sandwich.jpg,847,"554 Westport Rd #100, Kansas City, MO 64111",64111,Which_Wich,1,8165695965,,,Meat,lunch,,,,,tomato,thinly,sandwich,ham,sliced,lettuce,swiss,onions,red,,,,,,,,,,,,,,,,,,,,,,
848,Hamachi_Kama,Hamachi_Kama.jpg,Friends_Sushi_and_Bento_Place/Hamachi_Kama.jpg,848,"1808 W 39th St, Kansas City, MO 64111",64111,Friends_Sushi_and_Bento_Place,0,8167536666,,,,,,,,,kama,hamachi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
849,Hamachi_Kama,Hamachi_Kama1.jpg,Friends_Sushi_and_Bento_Place/Hamachi_Kama1.jpg,849,"1808 W 39th St, Kansas City, MO 64111",64111,Friends_Sushi_and_Bento_Place,0,8167536666,,,,,,,,,kama,hamachi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
850,Hamburger,Hamburger.jpg,Chubby_s/Hamburger.jpg,850,"3756 Broadway Blvd, Kansas City, MO 64111",64111,Chubby_s,0,8169312482,,,Meat,lunch,,,,,hamburger,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
851,Hanger_Steak,Hanger_Steak.jpg,Gram and Dun/Hanger_Steak.jpg,851,"600 Ward Pkwy Kansas City, MO 64112",64112,Gram and Dun,0,8163892900,,,Meat,dinner,,,,,mushrooms,hanger,potatoes,arugula,verde,salsa,steak,,,,,,,,,,,,,,,,,,,,,,,,
852,Hanger_Steak,Hanger_Steak.jpg,The_Oliver/Hanger_Steak.jpg,852,"4807 Jefferson St, Kansas City, MO 64112",64112,The_Oliver,0,8163842500,,,,,,,,,steak,hanger,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
853,Hanger_Steak,Hanger_Steak1.jpg,The_Oliver/Hanger_Steak1.jpg,853,"4807 Jefferson St, Kansas City, MO 64112",64112,The_Oliver,0,8163842500,,,,,,,,,steak,hanger,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
854,Harissa_Salmon_Pita,Harissa_Salmon_Pita.jpg,Zoes_Kitchen/Harissa_Salmon_Pita.jpg,854,"100 Ward Pkwy, Kansas City, MO 64112",64112,Zoes_Kitchen,0,8165312044,,,,,,,,,pita,harissa,salmon,,,,,,,,,,,,,,,,,,,,,,,,,,,,
855,Hawaiian_Pizza,Hawaiian_Pizza.jpg,Artego_Pizza/Hawaiian_Pizza.jpg,855,"900 W 39th St, Kansas City, MO 64111",64111,Artego_Pizza,0,8169604787,,,meat,lunch,italian,pizza,,,cheese,hawaiian,canadian,bacon,pineapple,cream,pizza,,,,,,,,,,,,,,,,,,,,,,,,
856,Hawaiian_Pizza_add_Jalapenos,Hawaiian_Pizza_add_Jalapenos.jpg,Artego_Pizza/Hawaiian_Pizza_add_Jalapenos.jpg,856,"900 W 39th St, Kansas City, MO 64111",64111,Artego_Pizza,0,8169604787,,,meat,lunch,italian,pizza,,,cheese,hawaiian,jalapeno,canadian,bacon,jalapenos,add,pineapple,cream,pizza,,,,,,,,,,,,,,,,,,,,,
857,Health_Nut_Salad,Health_Nut_Salad.jpg,The_Mixx/Health_Nut_Salad.jpg,857,"4855 Main Street, Kansas City, MO 64112",64112,The_Mixx,0,8167562300,,,Other,lunch,,salad,,,salad,onion,nuts,nut,salmon,walnuts,atlantic,dried,grilled,health,cranberries,,,,,,,,,,,,,,,,,,,,
858,Heath_Bar_Cheesecake,Heath_Bar_Cheesecake.jpg,Brady_s_Public_House/Heath_Bar_Cheesecake.jpg,858,"5424 Troost Ave, Kansas City, MO 64110",64110,Brady_s_Public_House,0,8164379400,$7.00,,Vegetarian,Dessert,Dessert,Dessert,,,bar,cheesecake,chocolate,sweet,heath,whipped,cream,,,,,,,,,,,,,,,,,,,,,,,,
859,Hogshead_Stew,Hogshead_Stew.jpg,Hogshead/Hogshead_Stew.jpg,859,"4743 Pennsylvania Ave, Kansas City, MO 64112",64112,Hogshead,0,8163212929,,,Meat,lunch,,,,,pork,potatoes,corn,hogshead,stew,tomatoes,,,,,,,,,,,,,,,,,,,,,,,,,
860,Hogshead_Stew,Hogshead_Stew1.jpg,Hogshead/Hogshead_Stew1.jpg,860,"4743 Pennsylvania Ave, Kansas City, MO 64112",64112,Hogshead,0,8163212929,,,Meat,Other,,,,,pork,potatoes,corn,hogshead,stew,tomatoes,,,,,,,,,,,,,,,,,,,,,,,,,
861,Hogtied_Sandwich,Hogtied_Sandwich.jpg,Beer_Kitchen/Hogtied_Sandwich.jpg,861,"435 Westport Rd, Kansas City, MO 64111",64111,Beer_Kitchen,0,8163894180,,,meat,lunch,american,sandwich,,,burnt,cheese,ends,sandwich,ham,bread,bacon,hogtied,cheddar,relish,aioli,chipotle,slaw,pickle,white,smoked,cider,sourdough,bbq,toasted,,,,,,,,,,,
862,Holy_Trinity,Holy_Trinity.jpg,Char_Bar/Holy_Trinity.jpg,862,"4050 Pennsylvania Ave #150, Kansas City, MO 64111",64111,Char_Bar,0,8163898600,,,Meat,dinner,,,,,burnt,ends,holy,angus,brisket,bbq,bones,smoked,rib,trinity,,,,,,,,,,,,,,,,,,,,,
863,Homemade_Irish_Scones,Homemade_Irish_Scones.jpg,Brady_s_Public_House/Homemade_Irish_Scones.jpg,863,"5424 Troost Ave, Kansas City, MO 64110",64110,Brady_s_Public_House,0,8164379400,$6.00,,Vegetarian,Breakfast,English,Appetizer,,,jam,irish,cream,sweet,scones,homemade,berries,whipped,bread,,,,,,,,,,,,,,,,,,,,,,
864,Homestyle_Tofu,Homestyle_Tofu.jpg,Sichuan_Dynasty/Homestyle_Tofu.jpg,864,"7206 West 119th Street Overland Park, 66213",66213,Sichuan_Dynasty,1,9133399378,$10.99,12003788,vegan,Dinner,asian,substitute,,,vegetables,carrots,tofu,homestyle,fried,sauce,,,,,,,,,,,,,,,,,,,,,,,,,
865,Homestyle_Chive_Dumplings,Homestyle_Chive_Dumplings.jpg,Bo_Ling_s_Plaza/Homestyle_Chive_Dumplings.jpg,865,"4701 Jefferson St, Kansas City, MO 64112",64112,Bo_Ling_s_Plaza,0,8167531718,,,,,,,,,dumplings,homestyle,chives,chive,,,,,,,,,,,,,,,,,,,,,,,,,,,
$866.00,Honey_Chicken_All_Day_Combo,Honey_Chicken.jpg,Jasmine_Garden/Honey_Chicken.jpg,$866.00,"8912 W 95th St, Overland Park, KS 66212",66212,Jasmine_Garden,1,9136426888,$7.95,12019907,Meat,Lunch,Chinese,Meats,,,rice,sweet,combo,honey,crab,rangoons,chicken,fried,sauce,day,,,,,,,,,,,,,,,,,,,,,
$867.00,Honey_Chicken_Lunch_Special,Honey_Chicken.jpg,Jasmine_Garden/Honey_Chicken.jpg,$867.00,"8912 W 95th St, Overland Park, KS 66212",66212,Jasmine_Garden,1,9136426888,$6.25,11996894,Meat,Dinner,Chinese,Meats,,,rice,sweet,honey,lunch,crab,rangoons,chicken,fried,sauce,,,,,,,,,,,,,,,,,,,,,,
868,Honey_Bacon_Glazed_Brussel_Sprouts,Honey_Bacon_Glazed_Brussel_Sprouts.jpg,Beer_Kitchen/Honey_Bacon_Glazed_Brussel_Sprouts.jpg,868,"435 Westport Rd, Kansas City, MO 64111",64111,Beer_Kitchen,0,8163894180,,,meat,lunch,american,appetizer,,,brussel,bacon,glaze,honey,glazed,sprouts,brussels,,,,,,,,,,,,,,,,,,,,,,,,
869,Honey_Bacon_Glazed_Brussel_Sprouts,Honey_Bacon_Glazed_Brussel_Sprouts1.jpg,Beer_Kitchen/Honey_Bacon_Glazed_Brussel_Sprouts1.jpg,869,"435 Westport Rd, Kansas City, MO 64111",64111,Beer_Kitchen,0,8163894180,,,meat,lunch,american,appetizer,,,brussel,bacon,glaze,honey,glazed,sprouts,brussels,,,,,,,,,,,,,,,,,,,,,,,,
870,Honey_Chicken_Sandwich,Honey_Chicken_Sandwich.jpg,Red_Door_Woodfired_Grill,870,"8001 West 159th Street, Overland Park, KS 66223",66223,Red_Door_Woodfired_Grill,,9132763667,12,,meat,lunch,american,sandwich,,,tomato,sandwich,ancho,citrus,fries,mayo,bacon,honey,lettuce,glaze,chicken,toasted,bread,,,,,,,,,,,,,,,,,,
871,Honey_Walnut_Chicken,Honey_Walnut_Chicken.jpg,Bo_Ling_s_Plaza/Honey_Walnut_Chicken.jpg,871,"4701 Jefferson St, Kansas City, MO 64112",64112,Bo_Ling_s_Plaza,0,8167531718,,,,,,,,,honey,chicken,walnut,,,,,,,,,,,,,,,,,,,,,,,,,,,,
872,Hot_and_Sour_Chicken_and_Vegetable_Soup,Hot_and_Sour_Chicken_and_Vegetable_Soup.jpg,Lulu_s_Thai_Noodle_Shop/Hot_and_Sour_Chicken_and_Vegetable_Soup.jpg,872,"2701 W 47th St, Westwood, KS 66205",66205,Lulu_s_Thai_Noodle_Shop,0,9136775858,,,,lunch,,,,,cilantro,carrots,vermicelli,scallions,soup,hot,sour,beans,vegetable,sprouts,chicken,rice,broccoli,,,,,,,,,,,,,,,,,,
873,Hot_and_Sour_Soup,Hot_and_Sour_Soup.jpg,PF_Chang_s/Hot_and_Sour_Soup.jpg,873,"102 W 47th St, Kansas City, MO 64112",64112,PF_Chang_s,0,8169319988,,,,,,,,,silken,bamboo,broth,tofu,soup,hot,sour,rich,tangy,shoots,egg,chicken,,,,,,,,,,,,,,,,,,,
874,Hot_Pastrami_Sandwich,Hot_Pastrami_Sandwich.jpg,Bay_Boy_Specialty_Sandwiches/Hot_Pastrami_Sandwich.jpg,874,"1209 W 47th St, Kansas City, MO 64112",64112,Bay_Boy_Specialty_Sandwiches,0,9137258958,,,meat,lunch,american,sandwich,,,cheese,sandwich,pastrami,provolone,hot,bun,,,,,,,,,,,,,,,,,,,,,,,,,
875,Hot_Wings,Hot_Wings.jpg,Joe_s_Pizza_Buy_the_Slice/Hot_Wings.jpg,875,"4058 Pennsylvania Ave, Kansas City, MO 64111",64111,Joe_s_Pizza_Buy_the_Slice,0,8169312777,,,Meat,lunch,,,,,baked,ranch,hot,fried,sauce,wings,,,,,,,,,,,,,,,,,,,,,,,,,
876,House_Salad,House_Salad.jpg,Cupini_s/House_Salad.jpg,876,"1809 Westport Rd Kansas City MO, 64111",64111,Cupini_s,1,8167537662,$2.99,9686596,Vegetarian,Lunch,American,Salad,,,salad,house,provolone,lettuce,dressing,onions,tomatoes,,,,,,,,,,,,,,,,,,,,,,,,
877,House_Salad,House_Salad1.jpg,Cupini_s/House_Salad1.jpg,877,"1809 Westport Rd Kansas City MO, 64111",64111,Cupini_s,1,8167537662,$2.99,9686596,Vegetarian,Lunch,American,Salad,,,salad,house,provolone,lettuce,dressing,onions,tomatoes,,,,,,,,,,,,,,,,,,,,,,,,
$878.00,House_Special_Lo_Mein,House_Special_Lo_Mein.jpg,China_One_Express/House_Special_Lo_Mein.jpg,$878.00,"11176 Antioch Rd, Overland Park, KS 66210",66210,China_One_Express,1,9134515959,$9.75,6812523,Meat,Dinner,Chinese,pasta,,,beef,mein,house,vegetables,carrots,shrimp,lo,chicken,noodles,sauce,,,,,,,,,,,,,,,,,,,,,
879,House_Baed_Cookie_Chocolate_Chip,House_Baed_Cookie_Chocolate_Chip.jpg,Zoes_Kitchen/House_Baed_Cookie_Chocolate_Chip.jpg,879,"100 Ward Pkwy, Kansas City, MO 64112",64112,Zoes_Kitchen,0,8165312044,,,,,,,,,cookies,house,chip,chocolate,baed,cookie,baked,,,,,,,,,,,,,,,,,,,,,,,,
880,House_Baked_Cookie_Zesty_Lemon,House_Baked_Cookie_Zesty_Lemon.jpg,Zoes_Kitchen/House_Baked_Cookie_Zesty_Lemon.jpg,880,"100 Ward Pkwy, Kansas City, MO 64112",64112,Zoes_Kitchen,0,8165312044,,,,,,,,,cookies,lemon,house,cookie,zesty,baked,,,,,,,,,,,,,,,,,,,,,,,,,
881,House_Smoked_Pastrami_Hash,House_Smoked_Pastrami_Hash.jpg,Ragazza_Food_and_Wine/House_Smoked_Pastrami_Hash.jpg,881,"301 Westport Rd, Kansas City, MO 64111",64111,Ragazza_Food_and_Wine,0,8169604744,,,Other,dinner,,,,,cheese,pepper,smoked,hash,pastrami,potato,house,roasted,swiss,fried,egg,red,bechamel,,,,,,,,,,,,,,,,,,
882,House_Tossed_Salad_add_Shrimp,House_Tossed_Salad_add_Shrimp.jpg,The_Brass_Onion/House_Tossed_Salad_add_Shrimp.jpg,882,"5501 W 135th St, Overland Park, KS 66224",66224,The_Brass_Onion,0,9138515940,,,Other,dinner,,,,,tomato,heart,chickpeas,lemon,salad,house,vinaigrette,cucumbers,shrimp,add,palm,herb,tossed,,,,,,,,,,,,,,,,,,
883,Housemade_Italian_Sausage,Housemade_Italian_Sausage.jpg,The_Sundry/Housemade_Italian_Sausage.jpg,883,"300 E. 39th st. kansas city, mo 64111",64111,The_Sundry,0,8168447878,,,,,,,,,housemade,sausage,italian,,,,,,,,,,,,,,,,,,,,,,,,,,,,
884,Housemade_Meatballs,Housemade_Meatballs.jpg,The_Brass_Onion/Housemade_Meatballs.jpg,884,"5501 W 135th St, Overland Park, KS 66224",66224,The_Brass_Onion,0,9138515940,,,Meat,Other,,,,,tomato,pork,beef,meatballs,housemade,herbal,sauce,mozzarella,,,,,,,,,,,,,,,,,,,,,,,
885,Huevos_Rancheros,Huevos_Rancheros.jpg,The_Drunken_Worm/Huevos_Rancheros.jpg,885,"1405 W 39th St, Kansas City, MO 64111",64111,The_Drunken_Worm,0,8163267209,,,Other,breakfast,,,,,cilantro,tortillas,huevos,corn,rancheros,beans,salsa,egg,black,,,,,,,,,,,,,,,,,,,,,,
886,Huevos_Rancheros,Huevos_Rancheros1.jpg,The_Drunken_Worm/Huevos_Rancheros1.jpg,886,"1405 W 39th St, Kansas City, MO 64111",64111,The_Drunken_Worm,0,8163267209,,,Other,dinner,,,,,cilantro,tortillas,huevos,corn,rancheros,beans,salsa,egg,black,,,,,,,,,,,,,,,,,,,,,,
887,Hummus,Hummus.jpg,Cafe_Trio/Hummus.jpg,887,"4558 Main St, Kansas City, MO 64111",64111,Cafe_Trio,0,8167563227,,,vegetarian,lunch,,,,,baba,cauliflower,nut,carrots,ghanoush,cucumbers,hummus,roasted,curry,,,,,,,,,,,,,,,,,,,,,,
888,Hummus,Hummus.jpg,The_Brick/Hummus.jpg,888,"1727 McGee St, Kansas City, MO 64108",64108,The_Brick,0,8164211634,$6.25,,vegan,lunch,Middle Eastern,appetizer,misc,,olives,carrots,cucumbers,celery,hummus,garlic,pita,chickpeas,,,,,,,,,,,,,,,,,,,,,,,
889,Hummus_Gyro,Hummus_Gyro.jpg,Sahara_Mediterranean_Food/Hummus_Gyro.jpg,889,"329 E 51st St, Kansas City, MO 64112",64112,Sahara_Mediterranean_Food,0,8167565444,$9.95,,Meat,Lunch,Mediterranean,Misc,,,gyro,hummus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
890,Hummus_Kofta_Kabab,Hummus_Kofta_Kabab.jpg,Sahara_Mediterranean_Food/Hummus_Kofta_Kabab.jpg,890,"330 E 51st St, Kansas City, MO 64112",64112,Sahara_Mediterranean_Food,0,8167565444,$9.95,,Meat,Lunch,Mediterranean,Misc,,,lamb,hummus,kabab,kofta,beef,,,,,,,,,,,,,,,,,,,,,,,,,,
891,Hummus_Pita,HummusPita.jpg,Pita_Pit/HummusPita.jpg,891,"4825 W 117th St Leawood KS, 66211",66211,Pita_Pit,1,9137016587,$5.49,12111002,Vegan,,American,Wrap,,,spinach,cucumbers,hummus,feta,pita,tortilla,onions,tomatoes,,,,,,,,,,,,,,,,,,,,,,,
892,Hummus_with_Shawarma,Hummus_with_Shawarma.jpg,Sahara_Mediterranean_Food/Hummus_with_Shawarma.jpg,892,"331 E 51st St, Kansas City, MO 64112",64112,Sahara_Mediterranean_Food,0,8167565444,$9.95,,Meat,Lunch,Mediterranean,Misc,,,hummus,chicken,shawarma,pork,,,,,,,,,,,,,,,,,,,,,,,,,,,
893,Hummus_and_Salad_Plate,Hummus_and_Salad_Plate.jpg,Zoes_Kitchen/Hummus_and_Salad_Plate.jpg,893,"100 Ward Pkwy, Kansas City, MO 64112",64112,Zoes_Kitchen,0,8165312044,,,,,,,,,hummus,salad,plate,,,,,,,,,,,,,,,,,,,,,,,,,,,,
894,Hummus_Basil_Pesto,Hummus_Basil_Pesto.jpg,Zoes_Kitchen/Hummus_Basil_Pesto.jpg,894,"100 Ward Pkwy, Kansas City, MO 64112",64112,Zoes_Kitchen,0,8165312044,,,,,,,,,basil,hummus,pesto,,,,,,,,,,,,,,,,,,,,,,,,,,,,
895,Hummus_Classic,Hummus_Classic.jpg,Zoes_Kitchen/Hummus_Classic.jpg,895,"100 Ward Pkwy, Kansas City, MO 64112",64112,Zoes_Kitchen,0,8165312044,,,,,,,,,hummus,classic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
896,Hummus_Harissa_Red_Pepper,Hummus_Harissa_Red_Pepper.jpg,Zoes_Kitchen/Hummus_Harissa_Red_Pepper.jpg,896,"100 Ward Pkwy, Kansas City, MO 64112",64112,Zoes_Kitchen,0,8165312044,,,,,,,,,hummus,harissa,pepper,red,,,,,,,,,,,,,,,,,,,,,,,,,,,
897,Hummus_Trio,Hummus_Trio.jpg,Zoes_Kitchen/Hummus_Trio.jpg,897,"100 Ward Pkwy, Kansas City, MO 64112",64112,Zoes_Kitchen,0,8165312044,,,,,,,,,hummus,trio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
$898.00,Hunan_Chicken,Hunan_Chicken.jpg,China_One_Express/Hunan_Chicken.jpg,$898.00,"11176 Antioch Rd, Overland Park, KS 66210",66210,China_One_Express,1,9134515959,$9.60,6812683,Meat,Dinner,Chinese,meats,,,hunan,vegetables,peppers,chicken,rice,sauce,,,,,,,,,,,,,,,,,,,,,,,,,
$899.00,Hunan_Chicken_Lunch_Special,Hunan_Chicken.jpg,China_One_Express/Hunan_Chicken.jpg,$899.00,"11176 Antioch Rd, Overland Park, KS 66210",66210,China_One_Express,1,9134515959,$6.45,9196159,Meat,Lunch,Chinese,meats,,,hunan,vegetables,lunch,peppers,chicken,rice,sauce,,,,,,,,,,,,,,,,,,,,,,,,
900,Hunan_Dragon_Wings,Hunan_Dragon_Wings.jpg,PF_Chang_s/Hunan_Dragon_Wings.jpg,900,"102 W 47th St, Kansas City, MO 64112",64112,PF_Chang_s,0,8169319988,,,,,,,,,dragon,hunan,wings,,,,,,,,,,,,,,,,,,,,,,,,,,,,
901,Ice_Cream_Sandwich,Ice_Cream_Sandwich.jpg,The_Bite/Ice_Cream_Sandwich.jpg,901,"23 E 3rd St, Kansas City, MO 64106",64106,The_Bite,0,8165036059,$4.00,,vegetarian,lunch,dessert,dessert,,,sweet,sandwich,ice,cream,,,,,,,,,,,,,,,,,,,,,,,,,,,
902,Iceberg_Wedge,Iceberg_Wedge.jpg,Char_Bar/Iceberg_Wedge.jpg,902,"4050 Pennsylvania Ave #150, Kansas City, MO 64111",64111,Char_Bar,0,8163898600,,,Other,dinner,,,,,tomato,cheese,chives,iceberg,greens,wedge,bacon,buttermilk,dressing,smoked,,,,,,,,,,,,,,,,,,,,,
903,Iggy_s_Hot_Pot,Iggy_s_Hot_Pot.jpg,The_Salty_Iguana/Iggy_s_Hot_Pot.jpg,903,"10478 S Ridgeview Rd, Olathe, KS 66061",66061,The_Salty_Iguana,1,9133109003,,,Meat,Other,,,,,pork,iggy,beef,broth,shrimp,hot,pico,simmering,grilled,chicken,rice,sauce,pot,gallo,,,,,,,,,,,,,,,,,
904,Iggy_s_Street_Tacos,Iggy_s_Street_Tacos.jpg,The_Salty_Iguana/Iggy_s_Street_Tacos.jpg,904,"10478 S Ridgeview Rd, Olathe, KS 66061",66061,The_Salty_Iguana,1,9133109003,,,Meat,,,,,,mini,pork,tortillas,iggy,onion,steak,flour,corn,six,tacos,street,fajita,chicken,carnitas,tomatillo,lime,,,,,,,,,,,,,,,
905,Ika_Maru,Ika_Maru.jpg,Domo/Ika_Maru.jpg,905,"6322 Brookside Plaza, Kansas City, MO 64113",64113,Domo,0,8163336315,,,,,,,,,maru,ika,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
906,Independence_Special_Burrito,Independence_Special_Burrito.jpg,The_Salty_Iguana/Independence_Special_Burrito.jpg,906,"10478 S Ridgeview Rd, Olathe, KS 66061",66061,The_Salty_Iguana,1,9133109003,,,Meat,lunch,,,,,cheese,pork,tortilla,burrito,beef,onion,flour,/,black,enchilada,beans,rice,egg,independence,sauce,,,,,,,,,,,,,,,,
907,Irish_Coffee_Pie,Irish_Coffe_Pie.jpg,Brady_s_Public_House/Irish_Coffe_Pie.jpg,907,"5424 Troost Ave, Kansas City, MO 64110",64110,Brady_s_Public_House,0,8164379400,$7.00,,Vegetarian,Dessert,Dessert,Dessert,,,coffee,sweet,pie,chocolate,caramel,whipped,irish,cream,,,,,,,,,,,,,,,,,,,,,,,
908,Irish_Sausage_Rolls,Irish_Sausage_Rolls.jpg,Brady_s_Public_House/Irish_Sausage_Rolls.jpg,908,"5424 Troost Ave, Kansas City, MO 64110",64110,Brady_s_Public_House,0,8164379400,$8.00,,Meat,Lunch,English,Appetizer,,,pork,pastries,rolls,irish,sausage,,,,,,,,,,,,,,,,,,,,,,,,,,
909,Irish_Nachos,Irish_Nachos.jpg,Nick_and_Jake_s/Irish_Nachos.jpg,909,"5031 Main St, Kansas City, MO 64112",64112,Nick_and_Jake_s,0,8164211111,,,Meat,lunch,,appetizer,,,cheese,irish,bacon,ranch,cheddar,green,jack,potatos,dressing,nachos,fried,onions,,,,,,,,,,,,,,,,,,,
910,Italian_Beef_Panini,Italian_Beef_Panini.jpg,Cupini_s/Italian_Beef_Panini.jpg,910,"1809 Westport Rd Kansas City MO, 64111",64111,Cupini_s,1,8167537662,$5.59,9686673,Meat,Lunch ,Italian,Sandwich,,,beef,pepperoncini,jus,aus,panini,peppers,bread,italian,,,,,,,,,,,,,,,,,,,,,,,
911,Italian_Beef_Panini,Italian_Beef_Panini1.jpg,Cupini_s/Italian_Beef_Panini1.jpg,911,"1809 Westport Rd Kansas City MO, 64111",64111,Cupini_s,1,8167537662,$5.59,9686673,Meat,Lunch ,Italian,Sandwich,,,beef,pepperoncini,jus,aus,panini,peppers,bread,italian,,,,,,,,,,,,,,,,,,,,,,,
912,Italian_Club_Panini,Italian_Club_Panini.jpg,Cupini_s/Italian_Club_Panini.jpg,912,"1809 Westport Rd Kansas City MO, 64111",64111,Cupini_s,1,8167537662,$5.59,9686669,Meat,Lunch ,Italian,Sandwich,,,turkey,boiled,lettuce,club,hard,bacon,aioli,panini,garlic,bread,egg,tomatoes,italian,,,,,,,,,,,,,,,,,,
913,Italian_White_Cream_Cake,Italian_White_Cream_Cake.jpg,Cupini_s/Italian_White_Cream_Cake.jpg,913,"1809 Westport Rd Kansas City MO, 64111",64111,Cupini_s,1,8167537662,$4.59,9686890,Vegetarian,dessert,dessert,dessert,,,icing,vanilla,cake,white,cream,italian,,,,,,,,,,,,,,,,,,,,,,,,,
914,Italian_Au_Gratin_with_Italian_Sausage_Gravy,Italian_Au_Gratin_with_Italian_Sausage_Gravy.jpg,Ragazza_Food_and_Wine/Italian_Au_Gratin_with_Italian_Sausage_Gravy.jpg,914,"301 Westport Rd, Kansas City, MO 64111",64111,Ragazza_Food_and_Wine,0,8169604744,,,Meat,breakfast,,,,,cheese,sausage,gratin,gravy,creamy,au,fried,egg,italian,,,,,,,,,,,,,,,,,,,,,,
915,Italian_Au_Gratin_with_Italian_Sausage_Gravy,Italian_Au_Gratin_with_Italian_Sausage_Gravy1.jpg,Ragazza_Food_and_Wine/Italian_Au_Gratin_with_Italian_Sausage_Gravy1.jpg,915,"301 Westport Rd, Kansas City, MO 64111",64111,Ragazza_Food_and_Wine,0,8169604744,,,Meat,breakfast,,,,,cheese,sausage,gratin,gravy,creamy,au,fried,egg,italian,,,,,,,,,,,,,,,,,,,,,,
916,Italian_Au_Gratin_with_Italian_Sausage_Gravy,Italian_Au_Gratin_with_Italian_Sausage_Gravy2.jpg,Ragazza_Food_and_Wine/Italian_Au_Gratin_with_Italian_Sausage_Gravy2.jpg,916,"301 Westport Rd, Kansas City, MO 64111",64111,Ragazza_Food_and_Wine,0,8169604744,,,Meat,breakfast,,,,,cheese,sausage,gratin,gravy,creamy,au,fried,egg,italian,,,,,,,,,,,,,,,,,,,,,,
917,Italian_Creme_Cake,Italian_Creme_Cake.jpg,Buca_di_Beppo/Italian_Creme_Cake.jpg,917,"310 W 47th St, Kansas City, MO 64112",64112,Buca_di_Beppo,0,8169316548,,,vegetarian,dessert,,,,,cheese,mascarpone,lemon,cream,creme,cake,raspberry,sauce,whipped,italian,,,,,,,,,,,,,,,,,,,,,
918,Italian_Grilled_Cheese,Italian_Grilled_Cheese.jpg,The_Brick/Italian_Grilled_Cheese.jpg,918,"1727 McGee St, Kansas City, MO 64108",64108,The_Brick,0,8164211634,$7.95,,vegetarian,lunch,american,sandwich,,,toast,cheese,wheat,provolone,basil,garlic,grilled,pesto,bread,goat,tomatoes,italian,,,,,,,,,,,,,,,,,,,
